ACORDO_TIPO;PROTOCOLO_DATA;PROCESSO_ANATEL;DETENTORA;DETENTORA_CNPJ;SOLICITANTE;SOLICITANTE_CNPJ;INFORME_SEI;INFORME_DATA;CONCLUSAO_DATA;OBSERVACAO
CONTRATO;22/04/2013;53500.009204/2013-64;LIGHT SERVIÇOS DE ELETRICIDADE S.A;60444437000146;AFINET;;70/2013-CPRP/SCP;17/06/2013;17/06/2013;"Processo ANEEL: 48500.002273/2013-15. Despacho de homologação ANEEL: 94, de 15/01/14, publicado em 16/01/14."
CONTRATO;02/05/2013;53500.011549/2013-88;CAIUÁ - DISTRIBUIÇÃO DE ENERGIA S.A.;07282377000120;ACER TELECOMUNICAÇÕES;;66/2013-CPRP/SCP;14/06/2013;17/06/2013;"Processo ANEEL: 48500.001859/2013-54. "
CONTRATO;06/05/2013;53500.011548/2013-33;CAIUÁ - DISTRIBUIÇÃO DE ENERGIA S.A.;07282377000120;NOVA PORTONET;;120/2013-CPRP/SCP;28/06/2013;03/07/2013;"Processo ANEEL: 48500.001858/2013-18. Despacho de homologação ANEEL: 3712. de 04/11/2013. Publicado no DOU em 05/11/2013.."
CONTRATO;06/05/2013;53500.012976/2013-83;COPEL DISTRIBUIÇÃO S.A.;04368898000106;CIABRASNET;;73/2013-CPRP/SCP;18/06/2013;18/06/2013;"Processo ANEEL: 48500.002187/2013-02. "
CONTRATO;06/05/2013;53500.012976/2013-83;COPEL DISTRIBUIÇÃO S.A.;04368898000106;DELTA TELECOMUNICAÇÕES;;73/2013-CPRP/SCP;18/06/2013;18/06/2013;"Processo ANEEL: 48500.002271/2013-18. Despacho de homologação ANEEL: 294,  de 09/02/15, publicado no DOU em 10/02/15."
CONTRATO;06/05/2013;53500.012976/2013-83;COPEL DISTRIBUIÇÃO S.A.;04368898000106;DEZ SOLUÇÕES EM INTERNET;;73/2013-CPRP/SCP;18/06/2013;18/06/2013;"Processo ANEEL: 48500.002182/2013-71. "
CONTRATO;06/05/2013;53500.012976/2013-83;COPEL DISTRIBUIÇÃO S.A.;04368898000106;MOTTA E SILVA TECNOLOGIA;;73/2013-CPRP/SCP;18/06/2013;18/06/2013;"Processo ANEEL: 48500.002184/2013-61. Despacho de homologação ANEEL: 235, de 03/02/15, publicado em 04/02/15.."
CONTRATO;06/05/2013;53500.012976/2013-83;COPEL DISTRIBUIÇÃO S.A.;04368898000106;NET RONDON;;73/2013-CPRP/SCP;18/06/2013;18/06/2013;"Processo ANEEL: 48500.002272/2013-62. Despacho de homologação ANEEL: 235, de 03/02/15, publicado em 04/02/15.."
CONTRATO;06/05/2013;53500.012976/2013-83;COPEL DISTRIBUIÇÃO S.A.;04368898000106;SCHMEISKE E OLIVEIRA;;73/2013-CPRP/SCP;18/06/2013;18/06/2013;"Processo ANEEL: 48500.002269/2013-00. "
CONTRATO;06/05/2013;53500.012976/2013-83;COPEL DISTRIBUIÇÃO S.A.;04368898000106;SOLUÇÃO NETWORK;;73/2013-CPRP/SCP;18/06/2013;18/06/2013;"Processo ANEEL: 48500.002185/2013-13. Despacho de homologação ANEEL: 235, de 03/02/15, publicado em 04/02/15.."
CONTRATO;06/05/2013;53500.013276/2013-14;AES SUL DISTRIBUIDORA GAÚCHA DE ENERGIA S.A.;02016440000162;2B TECNOLOGIA;;82/2013-CPRP/SCP;24/06/2013;27/06/2013;"Processo ANEEL: 48500.002274/2013-51. "
CONTRATO;06/05/2013;53500.013276/2013-14;AES SUL DISTRIBUIDORA GAÚCHA DE ENERGIA S.A.;02016440000162;DEFFERRARI;;82/2013-CPRP/SCP;24/06/2013;27/06/2013;"Processo ANEEL: 48500.002537/2013-22. "
CONTRATO;14/05/2013;53500.011547/2013-99;COPEL DISTRIBUIÇÃO S.A.;04368898000106;A. V. DOS SANTOS JUNIOR;;155/2013-CPRP/SCP;12/07/2013;15/07/2013;"Processo ANEEL: 48500.002183/2013-16. "
TERMO ADITIVO 2;16/05/2013;53500.006009/2013-82;COPEL DISTRIBUIÇÃO S.A.;04368898000106;VESX;;225/2013/CPRP/SCP;29/07/2013;29/07/2013;"Processo ANEEL: 48500.000359/2013-03. "
CONTRATO;21/05/2013;53500.013657/2013-95;CELG DISTRIBUIÇÃO S.A - CELG D;01543032000104;CELG TELECOM;;132/2013/CPRP/SCP;09/07/2013;10/07/2013;"Processo ANEEL: 48500.001936/2013-76. "
CONTRATO;22/05/2013;53500.013653/2013-15;CAIUÁ - DISTRIBUIÇÃO DE ENERGIA S.A.;07282377000120;IP 7 SERVIÇOS;;153/2013/CPRP/SCP;12/07/2013;15/07/2013;"Processo ANEEL: 48500.001857/2013-65. Despacho de homologação ANEEL: 2750, de 31/07/13. Publicado no DOU em 01/08/13."
CONTRATO;05/06/2013;53500.013655/2013-04;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE S/A - COSERN;08324196000181;TIM CELULAR S.A.;;124/2013/CPRP/SCP;03/07/2013;01/07/2013;"Processo ANEEL: 48500.004815/2011-14. "
CORRESPONDÊNCIA DA DETENTORA;12/06/2013;53500.015592/2012-31;LIGHT SERVIÇOS DE ELETRICIDADE S.A;60444437000146;DESAN 41;;299/2013/CPRP/SCP;15/08/2013;16/08/2013;"Processo ANEEL: 48500.003206/2012-29. "
CONTRATO;12/06/2013;48513.023648/2015-95;CELESC DISTRIBUIÇÃO S.A.;08336783000190;SUL AMERICANA TECNOLOGIA E INFORMÁTICA LTDA.;;01/2016/CPRP/SCP;08/01/2016;08/01/2016;"Processo ANEEL: 48513.023648/2015-00. "
CONTRATO;28/06/2013;53500.015938/2013-82;ELETROSUL;;GVT;;214/2013/CPRP/SCP;24/07/2013;01/08/2013;"Processo ANEEL: 48500.002191/2013-62. "
CONTRATO;28/06/2013;53500.015938/2013-82;ELETROSUL;;METROWEB;;214/2013/CPRP/SCP;24/07/2013;01/08/2013;"Processo ANEEL: 48500.000857/2013-48. "
CONTRATO;02/07/2013;53500.017001/2013-41;AES SUL DISTRIBUIDORA GAÚCHA DE ENERGIA S.A.;02016440000162;NET SERVIÇOS PORTO ALEGRE;;258/2013/CPRP/SCP;09/08/2013;12/08/2013;"Processo ANEEL: 48500.002405/2013-09. "
CONTRATO;02/07/2013;53500.017004/2013-85;ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.;61695227000193;JOÃO PAULO AMÉRICO APOCALYPSE;;318/2013/CPRP/SCP;20/08/2013;21/08/2013;"Processo ANEEL: 48500.002843/2013-69. "
CONTRATO;09/07/2013;53500.017002/2013-96;CEEE-GT;;PROCERGS;;Não houve;07/01/2014;07/01/2014;"Processo ANEEL: 48500.004641/2012-71. "
CONTRATO;17/07/2013;53500.019534/2013-68;AMPLA ENERGIA E SERVIÇOS S.A.;33050071000158;GVT;;396/2013-CPRP/SCP;02/09/2013;12/09/2013;"Processo ANEEL: 48500.000167/2012-16. "
CONTRATO;17/07/2013;53500.015930/2013-16;CEB DISTRIBUIÇÃO S.A.;07522669000192;VIVO;;408/2013/CPRP/SCP;05/09/2013;17/09/2013;"Solicitante não Outorgado. Processo ANEEL: 48500.005655/2012-10. "
CONTRATO;18/07/2013;53500.015911/2013-90;AMPLA ENERGIA E SERVIÇOS S.A.;33050071000158;CENTRO DE APOIO AO COMPRADOR E EMPRESÁRIO DA RUA TERESA;;Não aplicável;25/07/2013;25/07/2013;"Processo ANEEL: 48500.000173/2012-65. "
CONTRATO;23/07/2013;53500.016527/2013-12;AMPLA ENERGIA E SERVIÇOS S.A.;33050071000158;AFINET SOLUÇÕES EM TECNOLOGIA;;414/2013/CPRP/SCP;11/09/2013;12/09/2013;"Processo ANEEL: 48500.004243/2013-35. Despacho de homologação ANEEL: 1482, de 13/05/2014, publicado no DOU em 14/05/2014."
CONTRATO;23/07/2013;53500.016527/2013-12;AMPLA ENERGIA E SERVIÇOS S.A.;33050071000158;ALTA REDE NETWORK;;414/2013/CPRP/SCP;11/09/2013;12/09/2013;"Processo ANEEL: 48500.002981/2013-48. "
CONTRATO;23/07/2013;53500.016527/2013-12;AMPLA ENERGIA E SERVIÇOS S.A.;33050071000158;BEMPNET PROVEDOR;;414/2013/CPRP/SCP;11/09/2013;12/09/2013;"Processo ANEEL: 48500.002981/2013-48. "
CONTRATO;23/07/2013;53500.016527/2013-12;AMPLA ENERGIA E SERVIÇOS S.A.;33050071000158;BRASILNET TELECOMUNICAÇÕES;;414/2013/CPRP/SCP;11/09/2013;12/09/2013;"Processo ANEEL: 48500.002981/2013-49. "
CONTRATO;23/07/2013;53500.016527/2013-12;AMPLA ENERGIA E SERVIÇOS S.A.;33050071000158;SUPERIMAGEM TECNOLOGIA;;414/2013/CPRP/SCP;11/09/2013;12/09/2013;"Processo ANEEL: 48500.002981/2013-48. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;ACESSE COMUNICAÇÃO LTDA;10462644000155;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;ATENAS ASSESORIA E CONSULTORIA;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;AXNET PROVEDOR DE INTERNET;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;AXTELECOM TELECOMUNICAÇÕES;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;BRASILSHOP PROVEDOR DE INTERNET;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;BRFIBRA TELECOMUNICAÇÕES LTDA;73972002000116;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;CLARA LUZ INTERNET;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;E. SERV. COMUNICAÇÃO;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;FLOP TELECOMUNICAÇÕES;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;INTERNET PINHEIRENSE LTDA;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;INTERSETE SOLUÇÕES WIRELLES;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;LEVEL 3 COMUNICAÇÕES;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;LINK SETE SERVIÇOS DE INTERNET;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;MAP PIUMHI LTDA;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;MICRON LINE SERVIÇOS DE INFORMÁTICA;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;NETMG INFORMÁTICA LTDA;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;NETWORK INFORMÁTICA LTDA;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;ONDA INTENET LTDA;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;PONTENET TELEINFORMÁTICA;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;PROVEDOR ELOINET LTDA;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;R. S. PORTAL LTDA;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;REDE POPULAR DE INTERNET;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;RZ NET LTDA;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;24/07/2013;53500.017003/2013-31;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;UNIREDES TELECOMUNICAÇÕES;;447/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.002734/2013-41. "
CONTRATO;30/07/2013;53500.017404/2013-91;COMPANHIA NACIONAL DE ENERGIA ELÉTRICA;61416244000144;MT.NET SERVIÇOS DE INTERNET LTDA - ME;;451/2013/CPRP/SCP;18/09/2013;18/09/2013;"Processo ANEEL: 48500.004095/2013-59. "
CONTRATO;08/01/2013;53500.017249/2013-11;AES SUL DISTRIBUIDORA GAÚCHA DE ENERGIA S.A.;02016440000162;RASHE & STEFENON LTDA;;449/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.003378/2013-83. "
CONTRATO;08/01/2013;53500.017249/2013-11;AES SUL DISTRIBUIDORA GAÚCHA DE ENERGIA S.A.;02016440000162;RONY FABIO MARCON (NEW LIFE NET);;449/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.004089/2013-00. "
CONTRATO;08/01/2013;53500.017249/2013-11;AES SUL DISTRIBUIDORA GAÚCHA DE ENERGIA S.A.;02016440000162;SERRANA TELECOMUNICAÇÕES LTDA;;449/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.004089/2013-00. "
CONTRATO;08/06/2013;53500.017743/2013-77;COPEL DISTRIBUIÇÃO S.A.;04368898000106;BR2 INTERNET LTDA;;450/2013/CPRP/SCP;17/09/2013;17/09/2013;"Processo ANEEL: 48500.002039/2012-07. Despacho de homologação ANEEL: 44, de 08/01/15, publicado em 09/01/15."
CONTRATO;08/06/2013;53500.017743/2013-77;COPEL DISTRIBUIÇÃO S.A.;04368898000106;CARRARO, HAINOSZ & CIA LTDA;;450/2013/CPRP/SCP;17/09/2013;17/09/2013;"Processo ANEEL: 48500.003474/2013-21. Despacho de homologação ANEEL: 1816, de 12/06/14, publicado em 13/06/14."
CONTRATO;06/08/2013;53500.017743/2013-77;COPEL DISTRIBUIÇÃO S.A.;04368898000106;GLOBAL TECH INTERNET BANDA LARGA LTDA;;450/2013/CPRP/SCP;17/09/2013;17/09/2013;"Processo ANEEL: 48500.002776/2013-82. "
CONTRATO;06/08/2013;53500.017743/2013-77;COPEL DISTRIBUIÇÃO S.A.;04368898000106;IVATEL REDES E INTERNET LTDA;;450/2013/CPRP/SCP;17/09/2013;17/09/2013;"Processo ANEEL: 48500.002774/2013-93. "
CONTRATO;06/08/2013;53500.017743/2013-77;COPEL DISTRIBUIÇÃO S.A.;04368898000106;MAURI GASQUEZ PELICAN & CIA LTDA;;450/2013/CPRP/SCP;17/09/2013;17/09/2013;"Processo ANEEL: 48500.002791/2013-21. "
CONTRATO;06/08/2013;53500.017743/2013-77;COPEL DISTRIBUIÇÃO S.A.;04368898000106;NGB PIRES & CIA;;450/2013/CPRP/SCP;17/09/2013;17/09/2013;"Processo ANEEL: 48500.002038/2012-54. "
CONTRATO;06/08/2013;53500.017743/2013-77;COPEL DISTRIBUIÇÃO S.A.;04368898000106;THIELKE & CIA LTDA;;450/2013/CPRP/SCP;17/09/2013;17/09/2013;"Processo ANEEL: 48500.002479/2012-56. "
CONTRATO;06/08/2013;53500.017743/2013-77;COPEL DISTRIBUIÇÃO S.A.;04368898000106;V.B.C. TELECOM MULTIMÍDIA VIA SATÉLITE LTDA;;450/2013/CPRP/SCP;17/09/2013;17/09/2013;"Processo ANEEL: 48500.002845/2013-58. "
CONTRATO;07/08/2013;53500.017742/2013-22;COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE;10835932000108;CEMIG TELECOMUNICAÇÕES S.A.;;507/2013/CPRP/SCP;04/10/2013;07/10/2013;"Processo ANEEL: 48500.000357/2013-14. Despacho de homologação ANEEL: 803, de 27/03/15, publicado em 30/03/15."
CONTRATO;07/08/2013;53500.017742/2013-22;COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE;10835932000108;JRT COMÉRCIO E SERVIÇOS DE TELECOMUNICAÇÕES LTDA;;507/2013/CPRP/SCP;04/10/2013;07/10/2013;"Processo ANEEL: 48500.004611/2012-64. Despacho de homologação ANEEL: 803, de 27/03/15, publicado em 30/03/15."
CONTRATO;07/08/2013;53500.017742/2013-22;COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE;10835932000108;M&M TELECOMUNICAÇÕES LTDA;;507/2013/CPRP/SCP;04/10/2013;07/10/2013;"Processo ANEEL: 48500.004556/2012-11. Despacho de homologação ANEEL: 803, de 27/03/15, publicado em 30/03/15."
CONTRATO;07/08/2013;53500.017744/2013-11;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;BRUNO N S MOREIRA COMUNICAÇÃO;;453/2013/CPRP/SCP;17/09/2013;20/09/2013;"Processo ANEEL: 48500.002041/2012-78. "
CONTRATO;07/08/2013;53500.017744/2013-11;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;COMARCA PIUMHI LTDA;;453/2013/CPRP/SCP;17/09/2013;20/09/2013;"Processo ANEEL: 48500.002044/2012-10. "
CONTRATO;07/08/2013;53500.017744/2013-11;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;CRVNET COMUNICAÇÕES;;453/2013/CPRP/SCP;17/09/2013;20/09/2013;"Processo ANEEL: 48500.002043/2012-67. "
CONTRATO;07/08/2013;53500.017744/2013-11;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;DIRETA COMUNICAÇÕES LTDA;;453/2013/CPRP/SCP;17/09/2013;20/09/2013;"Processo ANEEL: 48500.002855/2012-11. "
CONTRATO;07/08/2013;53500.017744/2013-11;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;EFIBRA TELECOM LTDA;;453/2013/CPRP/SCP;17/09/2013;20/09/2013;"Processo ANEEL: 48500.002857/2012-00. "
CONTRATO;07/08/2013;53500.017744/2013-11;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;INFOLINE COMUNICAÇÕES E INFORMAÇÕES;;453/2013/CPRP/SCP;17/09/2013;20/09/2013;"Processo ANEEL: 48500.003249/2012-12. "
CONTRATO;07/08/2013;53500.017744/2013-11;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;J.L. INFORMÁTICA LTDA;;453/2013/CPRP/SCP;17/09/2013;20/09/2013;"Processo ANEEL: 48500.002852/2012-79. "
CONTRATO;07/08/2013;53500.017744/2013-11;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;LUMA INFORMÁTICA LTDA;;453/2013/CPRP/SCP;17/09/2013;20/09/2013;"Processo ANEEL: 48500.003473/2012-04. "
CONTRATO;07/08/2013;53500.017744/2013-11;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;MEGA GRUPO DE TELECOMUNICAÇÕES LTDA;;453/2013/CPRP/SCP;17/09/2013;20/09/2013;"Processo ANEEL: 48500.002916/2012-31. "
CONTRATO;07/08/2013;53500.017744/2013-11;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;PIOTR PIWOWAR ME;;453/2013/CPRP/SCP;17/09/2013;20/09/2013;"Processo ANEEL: 48500.002045/2012-56. "
CONTRATO;07/08/2013;53500.017744/2013-11;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;TELEON TELECOMUNICAÇÕES;;453/2013/CPRP/SCP;17/09/2013;20/09/2013;"Processo ANEEL: 48500.002262/2012-46. "
CONTRATO;07/08/2013;53500.017744/2013-11;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;TRÊS PONTAS INTERNET LTDA;;453/2013/CPRP/SCP;17/09/2013;20/09/2013;"Processo ANEEL: 48500.003470/2012-62. "
CONTRATO;07/08/2013;53500.017744/2013-11;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;TRICOR TELEINFORMÁTICA LTDA. ME;;453/2013/CPRP/SCP;17/09/2013;20/09/2013;"Processo ANEEL: 48500.002744/2012-04. "
CONTRATO;07/08/2013;53500.017744/2013-11;CEMIG DISTRIBUIÇÃO S.A.;06981180000116;VESPANET SERVIÇOS DE REDE;;453/2013/CPRP/SCP;17/09/2013;20/09/2013;"Processo ANEEL: 48500.002042/2012-12. "
CONTRATO;07/08/2013;53500.017745/2013-66;COMPANHIA ENERGÉTICA DO RIO GRANDE DO NORTE S/A - COSERN;08324196000181;CINTE INDÚSTRIA COMÉRCIO E SERVIÇOS LTDA;;507/2013/CPRP/SCP;04/10/2013;07/10/2013;"Processo ANEEL: 48500.005059/2011-41. "
CONTRATO;09/08/2013;53500.018096/2013-11;COPEL DISTRIBUIÇÃO S.A.;04368898000106;BRFIBRA TELECOMUNICAÇÕES LTDA;73972002000116;452/2013/CPRP/SCP;18/09/2013;18/09/2013;"Processo ANEEL: 48500.003106/2013-83. Despacho de homologação ANEEL: 1762, de 09/06/14, publicado em 10/06/14."
CONTRATO;13/08/2013;53500.018746/2013-28;CELTINS;;BELEZA NETWORK PROVEDOR DE INTERNET LTDA;;445/2013/CPRP/SCP;18/09/2013;24/09/2013;"Processo ANEEL: 48500.004554/2013-02. Despacho de homologação ANEEL: 1328, de 29/04/2014. Publicado no DOU em 30/04/2014."
CONTRATO;14/08/2013;53500.018744/2013-39;ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.;61695227000193;NATURAL SQUARE SERVIÇOS DE INFORMÁTICA LTDA;;416/2013/CPRP/SCP;11/09/2013;12/08/2013;"Processo ANEEL: 48500.004614/2013-89. "
CONTRATO;14/08/2013;53500.018744/2013-39;ELETROPAULO METROPOLITANA ELETRICIDADE DE SÃO PAULO S. A.;61695227000193;TELECOMUNICAÇÕES BRASILEIRAS S.A. -TELEBRAS;;416/2013/CPRP/SCP;11/09/2013;12/08/2013;"Processo ANEEL: 48500.004614/2013-89. Despacho de homologação ANEEL: 3719, de 04/11/2013. Publicado no DOU em 05/11/2013.."
CONTRATO;14/08/2013;53500.018745/2013-83;CELTINS;;CST SERVIÇOS DE INTERNET LTDA. ME;;446/2013/CPRP/SCP;18/09/2013;20/09/2013;"Processo ANEEL: 48500.03016/2013-92. "
CONTRATO;14/08/2013;53500.019438/2013-10;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.;09095183000140;EDGAR RODRIGUES ROMÃO FILHO;;477/2013 - CPRP/SCP;24/09/2013;26/09/2013;"Processo ANEEL: 48500.002462/2013-80. "
CONTRATO;14/08/2013;53500.019438/2013-10;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.;09095183000140;MINAS NET LTDA;;477/2013 - CPRP/SCP;24/09/2013;26/09/2013;"Processo ANEEL: 48500.002460/2013-91. "
CONTRATO;14/08/2013;53500.019438/2013-10;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S.A.;09095183000140;PB NET COMÉRCIO DE EQUIPAMENTOS PARA ESCRITÓRIO LTDA;;477/2013 - CPRP/SCP;24/09/2013;26/09/2013;"Processo ANEEL: 48500.002455/2013-88. "
CONTRATO;18/08/2013;53500.018743/2013-94;EMPRESA DE DISTRIBUIÇÃO DE ENERGIA DO VALE DO PARANAPANEMA S.A.;07297359000111;GLOBAL TECH INTERNET BANDA LARGA LTDA;;523/2013/CPRP/SCP;11/10/2013;11/10/2013;"Processo ANEEL: 48500.003683/2013-75. "
CONTRATO;20/08/2013;53500.019441/2013-33;COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE;10835932000108;INTELECTA ASSESSORIA E TECNOLOGIA LTDA;;506/2013/CPRP/SCP;04/10/2013;07/10/2013;"Processo ANEEL: 48500.003204/2013-11. Despacho de homologação ANEEL: 803, de 27/03/15, publicado em 30/03/15."
CONTRATO;22/08/2013;53500.019439/2013-64;COMPANHIA ENERGÉTICA DO CEARÁ - COELCE;07047251000170;ONLINE PROVEDOR DE ACESSO A INTERNET LTDA;;525/2013/CPRP/SCP;11/10/2013;11/10/2013;"Processo ANEEL: 48500.004936/2013-28. "
CONTRATO;22/08/2013;53500.019440/2013-99;CEMAT;03467321000199;COPEL TELECOMUNICAÇÕES S.A;;475/2013-CPRP/SCP;24/09/2013;24/09/2013;"Processo ANEEL: 48500.005040/2013-66. Despacho de homologação ANEEL: 2054, de 23/06/15, publicado em 24/06/15."
CORRESPONDÊNCIA DA DETENTORA;28/08/2013;53500.009864/2013-45;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGISA S.A.;19527639000158;INTERMICRO;;509/2013/CPRP/SCP;04/10/2013;04/10/2013;"Processo ANEEL: 48500.005648/2012-18. "
CORRESPONDÊNCIA DA DETENTORA;28/08/2013;53500.009865/2013-90;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGISA S.A.;19527639000158;VIVO;;510/2013/CPRP/SCP;04/10/2013;03/10/2013;"Processo ANEEL: 48500.005649/2012-54. "
CONTRATO;06/09/2013;53500.016528/2013-59;EMPRESA DE ELETRICIDADE VALE PARANAPANEMA S.A.;60876075000162;OLÁ TELECOMUNICAÇÕES LTDA;;401/2013/CPRP/SCP;03/09/2013;10/09/2013;"Processo ANEEL: 48500.004097/2013-48. Despacho de homologação ANEEL: 3711, de 04/11/2013. Publicado no DOU em 05/11/2013.."
